City,State,Geo.ID,Geo.ID City,No Access To Vehicle,People With Disabilities,Mobile Homes,Housing Instability,Elderly Living Alone,Linguistic Isolation,No Health Insurance,Single Mothers,Buildings Built Before 1979,Buildings Built Before 1999,Population in High Risk Flood Zones,Impervious Surfaces,Tree Canopy,Median Household Income,Population,White,Black,Native,Asian,Hispanic
Atlanta,GA,14000US13089020802,1600000US1304000,28.53598015,11.29903688,1.76565008,28.59477124,12.31707317,0,8.7,22.68292999,64.74050294,76.45799893,75,19.72140312,54.30339813,51944,4257,36.9274137,57.9281184,0,3.3121917,0.052854123
Atlanta,GA,14000US13121008903,1600000US1304000,27.3531778,9.204275534,8.049535604,14.98470948,0.9375,10.46875,19.7,12.5,36.32610939,48.60681115,170,40.86692429,35.87250137,62667,1684,66.6864608,21.7339667,0,4.8099762,0.427553444
Atlanta,GA,14000US13121980000,1600000US1304000,0,0,0,0,0,0,100,0,0,0,0,71.16424561,7.123799801,0,0,0,0,0,0,0
Atlanta,GA,14000US13121007603,1600000US1304000,55.89706934,18.05094131,1.19760479,53.17333333,23.04261645,3.171456888,25,25.61942863,77.08582834,88.74251497,95,32.33931732,36.67919922,13251,4515,2.9014396,94.9723145,0,0.6644518,0.009966777
Atlanta,GA,14000US13121007604,1600000US1304000,56.30936228,18.27541828,0,54.06824147,6.352683461,0,35.7,37.78750992,73.74100719,85.61151079,260,25.80564499,58.18889999,13674,2331,0,99.6567997,0,0,0
Atlanta,GA,14000US13121007703,1600000US1304000,28.27895074,15.05298651,0,16.22516556,13.742495,0,19.8,20.14676094,76.2979684,90.40632054,179,17.79411697,62.2378006,43531,4152,0,99.7350674,0,0,0
Atlanta,GA,14000US13121007704,1600000US1304000,30.5738064,12.67632123,0,41.29032258,5.711318795,2.180685358,26.2,28.81620026,64.39530686,71.25451264,402,13.96401787,69.72730255,33750,5317,5.0028211,92.2888847,0,0,0.062629302
Atlanta,GA,14000US13121007706,1600000US1304000,42.82505615,21.78082192,0,26.87957419,14.12110811,1.81417014,14.1,30.1299305,33.92006627,39.22137088,545,13.8046627,60.46789932,40220,9490,2.3287671,96.1327713,1.2223393,0.3161222,0.01317176
Atlanta,GA,14000US13121011306,1600000US1304000,23.09885932,16.74876847,0.501432665,31.28390597,4.610318332,1.097694841,17.4,18.3314991,66.83381089,85.24355301,1,24.06757736,57.00849915,37102,2436,4.8440066,91.543514,0,1.0262726,0.040229885
Atlanta,GA,14000US13121009501,1600000US1304000,15.07479862,6.852925672,0,28.82352941,13.95490555,0,2.3,1.035953999,56.63841808,90.86629002,137,9.638442039,74.63970184,155568,3794,97.2588297,1.3442277,0,0.8170796,0.003953611
Atlanta,GA,14000US13089020700,1600000US1304000,27.02702703,15.76837416,1.122625216,24.88262911,5.119825708,0,10.6,12.85403061,80.74265976,90.75993092,51,29.71977234,50.22290039,50833,2245,51.0467706,44.4097996,0,0.9799555,0.013363029
Atlanta,GA,14000US13121008902,1600000US1304000,43.8973503,4.63515374,1.025891549,23.03078768,3.300600109,1.745771959,12.8,2.373158932,32.0468979,56.00879336,157,53.60693741,28.8927002,54497,6537,60.0734282,26.5106318,0.5048187,9.3926878,0.068532966
Atlanta,GA,14000US13067031212,1600000US1304000,6.12244898,4.240710824,0,0,7.128712871,0,9.8,5.445544243,38.38095238,81.61904762,0,10.3833437,62.01779938,121354,2476,92.8917609,2.2617124,0,1.7770598,0.027463651
Atlanta,GA,14000US13121009403,1600000US1304000,56.19804843,9.513274336,1.47150908,22.25153914,8.856220868,2.115453568,21.5,8.425959587,24.35817157,87.06950532,87,53.20594788,29.46220016,41655,4972,52.6347546,24.9195495,0.38214,16.6733709,0.152855994
Atlanta,GA,14000US13121009404,1600000US1304000,26.05279698,5.517527484,0,8.615948671,15.36850921,0,4.8,4.187605381,20.79879427,77.31725697,421,20.03106117,63.28440094,71993,4821,71.6656295,16.075503,0,7.1147065,0.095623315
Atlanta,GA,14000US13121009502,1600000US1304000,32.54019293,7.571801567,1.591836735,20.53231939,21.58808933,0,9.1,8.188586235,45.18367347,80.08163265,70,33.753479,53.60100174,52086,3064,80.613577,15.3394256,0.4569191,1.8276762,0.031984334
Atlanta,GA,14000US13121010114,1600000US1304000,38.46354167,4.272690162,0,18.74630396,7.633076666,5.490458654,14.6,4.887846947,62.36628849,93.1280389,168,18.50598335,65.12400055,60020,7349,78.0786502,8.1099469,2.5717785,6.5178936,0.251054565
Atlanta,GA,14000US13121011201,1600000US1304000,53,13.22611618,0.285306705,31.85929648,6.556291391,0,26.6,36.02648926,62.95767951,73.03851641,1,31.63338852,49.4598999,33686,4166,13.3461354,81.925108,0.1920307,0.9361498,0.030484878
Atlanta,GA,14000US13121011301,1600000US1304000,34.76005188,19.10942045,0,26.32850242,14.86318408,0,22,22.94775963,89.41351889,94.38369781,0,14.70602894,65.86109924,41645,4469,12.9335422,77.5565003,0,1.2307004,0.146341463
Atlanta,GA,14000US13121011303,1600000US1304000,43.06254493,13.28210757,0,27.66816144,5.330672748,0.82668187,24.3,23.34663963,58.94710826,66.60899654,0,16.8109951,61.45449829,44576,9110,5.6531284,80.8781559,0,0.7903403,0.143578485
Atlanta,GA,14000US13089020600,1600000US1304000,33.36448598,12.68911664,1.439539347,29.75352113,4.947368421,2.210526316,12.7,23.2631588,42.13051823,57.19769674,4,43.452034,34.07400131,38452,2049,37.8233285,56.7105905,0,3.0258663,0.031722792
Atlanta,GA,14000US13089020500,1600000US1304000,32.1143617,17.35849057,1.051466519,28.78338279,18.2733813,0,14.4,13.30935097,66.46375208,76.25899281,248,32.89631271,47.1515007,41758,2915,37.838765,53.2761578,0.651801,1.6466552,0.060720412
Atlanta,GA,14000US13089020801,1600000US1304000,29.71386647,11.96153846,0,8.441558442,8.847926267,0,11.3,8.755760193,80.62342039,86.94187026,183,21.650877,58.01950073,75956,2600,55.6153846,41.9230769,0,0.8076923,0.018846154
Atlanta,GA,14000US13089020900,1600000US1304000,27.47093023,13.50877193,0.325144509,23.38251986,8.774834437,0.53807947,18.4,10.38907051,79.62427746,85.87427746,280,28.31176376,51.44480133,48535,5700,40.0877193,57.6842105,0,0,0.034035088
Atlanta,GA,14000US13121008700,1600000US1304000,32.4013979,18.99633364,0,27.72277228,23.11067772,0,24,23.69575882,37.82786885,43.44262295,451,26.97567558,45.49459839,26998,4364,6.507791,92.9651696,0,0,0.005957837
Atlanta,GA,14000US13089023802,1600000US1304000,37.27272727,6.9441665,1.935081149,36.98468787,3.064275037,0,28.9,24.66367912,47.25343321,73.65792759,0,20.03687859,53.44179916,35992,4997,26.9561737,64.9989994,0.8805283,1.4808885,0.062837703
Atlanta,GA,14000US13089020100,1600000US1304000,14.60674157,3.983228512,0,3.75,4.924760602,1.641586867,1.3,6.976745129,81.29973475,89.9204244,454,13.34375,68.0164032,153177,1908,93.2389937,1.9916143,0,3.9308176,0.040356394
Atlanta,GA,14000US13089020200,1600000US1304000,33.43653251,6.893250359,0,17.62114537,4.975609756,1.951219512,9.8,3.024389982,76.26689189,93.66554054,20,16.78900146,61.80250168,102829,2089,89.9473432,5.8401149,0,1.388224,0.059358545
Atlanta,GA,14000US13089023423,1600000US1304000,18.91816921,9.018249634,0,23.35766423,5.880092237,0,21.9,18.29362106,23.79717661,57.27456065,0,25.40365219,48.76350021,62045,7507,3.4900759,93.6059678,0,0,0.025975756
Atlanta,GA,14000US13121006900,1600000US1304000,13.97276495,14.92537313,1.681195517,23.02521008,1.411960133,2.408637874,28.7,18.52159882,66.87422167,74.71980075,160,25.56175041,52.00370026,45565,3551,41.4531118,47.4232611,4.3086455,0,0.175443537
Atlanta,GA,14000US13121007001,1600000US1304000,38.50226929,17.90512175,1.494189264,44.04015056,7.418397626,0.445103858,26.4,39.98516083,80.7415606,88.76591035,434,14.68447018,67.70159912,21587,4764,1.9311503,96.8513854,0.0419815,0,0.007556675
Atlanta,GA,14000US13121007400,1600000US1304000,43.43949045,16.19834711,7.58988016,28.46401719,22.25108225,5.021645022,27.2,19.82683945,89.54727031,99.53395473,72,35.58478165,49.3030014,16113,3025,10.0165289,76.3305785,0,0,0.161322314
Atlanta,GA,14000US13121007602,1600000US1304000,37.36616702,20.50583658,0.429922614,38.13559322,15.21068859,0,22.6,24.254879,86.4144454,90.02579536,28,10.38249493,69.15119934,31108,2570,0.3501946,95.7976654,0,0,0.024124514
Atlanta,GA,14000US13121007802,1600000US1304000,35.0294365,10.73497104,0,21.57772622,6.062443165,0,21.1,27.61442947,32.62533959,67.1523833,366,10.0943346,70.63800049,48877,10014,0.3594967,97.6832435,0.0898742,0,0.010685041
Atlanta,GA,14000US13121007806,1600000US1304000,51.53473344,21.32241432,0,36.03896104,15.21929825,0.789473684,22.4,37.98244858,45.25071341,79.61679576,728,15.17210674,67.07969666,28333,6594,3.1240522,96.8759478,0,0,0.04018805
Atlanta,GA,14000US13121007805,1600000US1304000,51.88216039,14.34478372,0,38.8038943,20.58570198,0.689061154,21.5,24.97846985,67.40792217,81.72341904,35,36.01698685,47.50920105,31797,3144,2.0992366,96.5330789,0.1908397,0.1272265,0.006679389
Atlanta,GA,14000US13121002400,1600000US1304000,59.5264938,20.76677316,0,40.562249,16.38225256,0,22.6,24.23208046,86.83127572,90.60356653,154,32.26666641,50.56809998,31271,2504,1.1182109,96.4057508,0.4792332,1.2380192,0.001996805
Atlanta,GA,14000US13121008000,1600000US1304000,23.80009896,20.63814091,1.795639162,36.14627286,14.31670282,0,22.4,26.4642086,91.57759726,95.51090209,105,11.09581757,69.97290039,39531,5422,3.9284397,94.8727407,0,0,0.011250461
Atlanta,GA,14000US13121007900,1600000US1304000,25.15572592,20.84123427,0,13.17689531,13.14531549,0,16.5,27.1032505,62.81094527,75.91210614,209,14.40804577,67.84359741,52181,5801,1.3618342,94.8457163,0,2.3789002,0
Atlanta,GA,14000US13121008201,1600000US1304000,49.48012232,22.55375896,0,29,21.11241676,1.018409714,15.1,28.94634056,69.69796454,81.84504268,130,19.56756783,61.57889938,26705,5999,3.1505251,95.315886,0,0,0.014669112
Atlanta,GA,14000US13121008102,1600000US1304000,33.90532544,19.0015645,1.798674661,33.13120176,12.76508972,6.280587276,30.4,32.70798874,59.16692963,70.96875986,203,19.00621796,55.30089951,21192,7031,6.6704594,88.9631631,0,0,0.114635187
Atlanta,GA,14000US13121004000,1600000US1304000,36.70613563,18.27242525,0.947867299,33.88625592,9.578107184,0,23.3,27.82211876,90.52132701,95.10268562,6,33.0421524,45.68640137,32813,2408,0.6644518,98.4634551,0,0.4983389,0
Atlanta,GA,14000US13121008400,1600000US1304000,36.63133098,21.39843279,0,42.00426439,15.03164557,0,28,25.55379868,89.47113052,96.16690927,49,29.8497715,55.51539993,21525,3318,6.2688366,91.9831224,0.4520796,0.2109705,0.011754069
Atlanta,GA,14000US13121008500,1600000US1304000,43.06703398,19.7693575,0.460034503,50.56910569,26.5917603,0,18.4,27.24719048,76.59574468,83.15123634,198,19.91706276,64.2766037,27383,3035,1.5156507,97.5288303,0,0,0
Atlanta,GA,14000US13121008202,1600000US1304000,42.78996865,17.62695313,1.720430108,36.3238512,19.09212283,0,17,36.44860077,86.34408602,95.37634409,117,18.49552727,52.65069962,27346,2048,0.9277344,98.7792969,0,0,0.010253906
Atlanta,GA,14000US13121008601,1600000US1304000,44.1660141,16.62901039,1.248843663,30.57777778,18.11414392,0,15.3,32.32009888,77.38205365,86.77150786,191,15.90327072,67.41899872,21106,4426,1.92047,97.1531857,0,0,0.007907817
Atlanta,GA,14000US13121008301,1600000US1304000,51.71650055,15.46840959,0,40,20.62176166,0,20.9,26.01036072,88.64353312,94.70031546,47,19.63801384,52.72330093,27432,2295,5.5337691,93.8126362,0,0,0.00130719
Atlanta,GA,14000US13121005502,1600000US1304000,64.68253968,17.29975227,0,35.61076605,14.47368421,0,21.1,28.33333015,23.1092437,39.21568627,19,43.62003326,26.21409988,15682,2422,5.0371594,94.5499587,0.4128819,0,0.011973576
Atlanta,GA,14000US13121008602,1600000US1304000,47.49455338,12.98212606,0,29.83606557,5.648535565,0,21.4,11.50627995,46.4527027,57.43243243,108,33.62148285,45.75130081,35885,1063,10.0658514,88.6171214,0,0,0.010348071
Atlanta,GA,14000US13121008800,1600000US1304000,15.08295626,8.776537536,0,25.37593985,7.453416149,0,9,10.24845028,46.13686534,55.09933775,337,40.54261398,35.73130035,81333,4569,71.2190851,24.2941563,0,3.1297877,0.121251915
Atlanta,GA,14000US13121009200,1600000US1304000,37.80378038,9.64280672,0,18.88726208,5.864022663,3.796033994,24.5,2.29461813,39.08730159,70.01488095,643,45.17119598,36.18420029,59043,7083,74.431738,11.605252,0.2541296,7.341522,0.245940985
Atlanta,GA,14000US13121007500,1600000US1304000,56.34427684,26.17367291,0,43.67417678,16.81877445,0.456323338,24.5,23.07691956,65.01749125,74.26286857,85,40.95767212,43.93109894,16196,3259,6.9346425,88.0638233,0,0,0.02608162
Atlanta,GA,14000US13121008101,1600000US1304000,33.68700265,22.05623902,0,31.34328358,15.20618557,0,22,24.22679901,90.98901099,96.04395604,98,9.79279232,78.27310181,29300,1138,0.5272408,99.4727592,0,0,0
Atlanta,GA,14000US13089980000,1600000US1304000,0,0,0,0,0,0,100,0,0,0,0,9.208536148,30.81710052,0,0,0,0,0,0,0
Atlanta,GA,14000US13121006601,1600000US1304000,34.63203463,25.30446549,0.882352941,37.11911357,5.882352941,0,26,24.55243111,94.50980392,99.50980392,0,47.58499146,36.85710144,36957,2217,16.7343257,81.2359044,0.857014,0.22553,0.01984664
Atlanta,GA,14000US13089021405,1600000US1304000,19.44444444,3.240197229,0,20.52845528,6.21253406,2.833787466,12.4,3.978202105,47.86324786,75.06284565,0,22.2929287,54.57440186,110052,4259,84.9025593,5.0246537,0.375675,6.5508335,0.150504813
Atlanta,GA,14000US13121001300,1600000US1304000,45.79472559,6.844778097,0,20.45101089,4.055881027,0,10.5,7.931500435,82,89.52,0,52.59972763,36.21820068,58125,4529,65.3345109,22.5877677,0,8.1474939,0.079929344
Atlanta,GA,14000US13121001400,1600000US1304000,53.82224984,6.884219937,0,11.62227603,1.0286554,0,10.3,7.641439915,56.76767677,81.68350168,0,44.44540787,39.98379898,71469,2237,85.426911,8.1358963,0,3.1291909,0.031291909
Atlanta,GA,14000US13121001800,1600000US1304000,56.17433414,16.7807463,0,16.82016481,11.39369278,0,6.5,8.952186584,26.70788253,77.37248841,0,61.4872551,21.44400024,36815,4529,42.2389048,50.1655995,0.3532789,6.4031795,0.025391919
Atlanta,GA,14000US13121001600,1600000US1304000,45.91836735,4.449760766,0,10.78331638,2.962369896,0,7.8,3.282625914,49.02102973,63.74184191,0,39.97663116,39.36380005,60848,2090,75.645933,20.7655502,0,1.1483254,0.029186603
Atlanta,GA,14000US13121001500,1600000US1304000,36.81188788,6.092533211,0,18.24520628,6.571087216,0.39824771,15.6,1.274393082,88.01108801,97.74774775,0,42.829422,41.6108017,60182,4366,81.9972515,12.2995877,0.091617,2.908841,0.074667888
Atlanta,GA,14000US13121001900,1600000US1304000,49.56637759,8.941129194,0.624674649,20.45714286,2.771535581,0.898876404,12.5,0.674157321,20.30192608,43.10255075,0,83.67989349,8.199279785,54073,4977,54.5509343,27.0644967,0.1808318,13.9642355,0.054048624
Atlanta,GA,14000US13121003600,1600000US1304000,50.86419753,10.52993806,0,24.62311558,14.54767726,2.93398533,19.5,7.334963322,32.45098039,49.11764706,0,74.45205688,8.628439903,32337,1453,15.485203,76.6689608,0,2.6841019,0.030970406
Atlanta,GA,14000US13121006801,1600000US1304000,0,0,0,0,0,0,100,0,100,100,0,37.43206406,14.65390015,0,2382,29.3870697,55.4156171,4.1561713,0,0.184298908
Atlanta,GA,14000US13121006200,1600000US1304000,49.14992272,19.72881356,0.420168067,47.53521127,5.664488017,0,20.5,38.34423065,76.61064426,88.93557423,0,38.95159912,45.30540085,22139,1475,6.6440678,89.0847458,1.0169492,0,0.010847458
Atlanta,GA,14000US13121001100,1600000US1304000,55.01720183,9.49352179,0,7.056694813,2.788844622,1.328021248,2.7,0.962815404,19.45826423,61.19402985,0,72.11132813,15.8739996,81655,4245,71.4252061,12.4617197,0.2591284,7.3969376,0.032979976
Atlanta,GA,14000US13121002500,1600000US1304000,45.04405286,10.34013605,0,34.24855491,8.370535714,0,22.4,22.20981979,36.41434263,62.47011952,0,49.17440796,27.35740089,24199,2205,4.0816327,94.1496599,0,0.5895692,0.019954649
Atlanta,GA,14000US13121004200,1600000US1304000,40.11571842,24.20296363,0,21.30394858,23.55182927,0.533536585,22.3,13.64329052,29.69924812,53.320802,0,57.72871399,21.6427002,19375,2227,9.3848226,89.3578806,0,0.5837449,0.008082622
Atlanta,GA,14000US13121003700,1600000US1304000,100,0,0,51.85185185,100,0,0,0,51.85185185,51.85185185,0,62.89215851,7.460000038,12411,54,0,100,0,0,0
Atlanta,GA,14000US13121010211,1600000US1304000,15.91050342,4.943199263,0,43.75,7.193605684,1.243339254,9.3,9.413853645,60.55045872,75.4587156,0,13.94129944,68.06220245,134048,3257,92.5084434,1.3202333,0.307031,2.9782008,0.084433528
Atlanta,GA,14000US13121012000,1600000US1304000,30.02136752,17.58757674,1.137800253,31.98247536,6.422018349,0,39.3,17.84820938,38.1795196,71.93426043,0,65.7786026,16.34910011,17558,2769,3.8280968,89.815818,0.7222824,3.6475262,0.018779343
Atlanta,GA,14000US13121001700,1600000US1304000,44.39252336,9.032430984,0.764044944,23.22121604,7.1278826,2.620545073,18.8,17.50524139,39.64044944,55.50561798,0,59.74438858,21.67840004,46571,3731,37.3626374,54.0605736,0,5.4409006,0.05065666
Atlanta,GA,14000US13121011000,1600000US1304000,36.93415638,17.27478205,9.348441926,39.57219251,12.6459144,9.53307393,34.5,30.93385124,72.66288952,85.90651558,0,41.58460617,35.69649887,23043,3097,22.1827575,73.5550533,0,0,0.204391346
